SMILES,pIC50,num_atoms,logP
2748,-0.39876464163325537,1.0974523526551445,-0.22418771507813504
1098,-0.4027977039195714,1.2160956509123488,0.05951013031387103
1097,-0.4027977039195714,1.2160956509123488,0.18884205807961613
3294,-0.3221364581932503,-0.20762392817410474,-0.9666970967226819
3271,-0.2737397107574577,-0.5635538229457181,-1.0905625453129293
3297,-0.39069851706062325,-0.3262672264313092,-0.48645447733892927
14474,-0.39876464163325537,-0.5635538229457181,-0.23145564761828497
2589,-0.4027977039195714,0.741522457883531,0.25475040359328316
2590,-0.3947315793469393,0.8601657561407355,-0.2950655871149819
2574,-0.39069851706062325,0.8601657561407355,-0.4342123297640057
2624,-0.4027977039195714,0.26694926485471315,0.20089315989832604
2626,-0.4027977039195714,0.14830596659750866,0.840222747105361
13757,-0.4027977039195714,-0.9194837177173315,0.2702180548966795
15762,-0.4027977039195714,0.14830596659750866,2.1621168022710906
3571,-0.4027977039195714,0.5042358613691221,0.951167426735342
7374,-0.39876464163325537,0.3855925631119176,-0.24158105790926307
4649,-0.4027977039195714,0.6228791596263266,0.4034013657178882
15498,-0.3624670810564109,-1.038127015974536,-0.7709660826991062
7162,-0.4027977039195714,0.14830596659750866,0.7927637688089978
6211,-0.4027977039195714,0.26694926485471315,1.1877168892386836
6222,-0.4027977039195714,0.26694926485471315,1.0053352658379977
6225,-0.4027977039195714,0.26694926485471315,1.6385771830541378
13237,-0.3624670810564109,1.0974523526551445,-0.7700902036493957
12419,-0.3866654547743072,-0.6821971212029226,-0.5478281299001955
1210,-0.38263239248799114,-0.6821971212029226,-0.5879570565748694
13771,-0.4027977039195714,-0.9194837177173315,0.2702180548966795
9838,-0.3866654547743072,-0.9194837177173315,-0.5328450074328096
900,-0.36650014334272696,-0.5635538229457181,-0.750274216638218
7103,-0.38263239248799114,-0.8008404194601271,-0.5768998600607952
4175,-0.4027977039195714,0.6228791596263266,0.9076219505759817
4745,-0.38263239248799114,-0.20762392817410474,-0.5691349748683276
13142,-0.36650014334272696,0.3855925631119176,-0.7666115350831708
15705,-0.39069851706062325,-1.1567703142317405,-0.4309200184423994
14692,-0.3785993302016751,-0.6821971212029226,-0.6510079243377086
6641,-0.3544009564837788,0.3855925631119176,-0.831463856210662
13770,-0.4027977039195714,-0.9194837177173315,0.27021805489667894
13799,-0.4027977039195714,-0.9194837177173315,0.27021805489667894
6642,-0.39876464163325537,0.26694926485471315,-0.20232179837614545
12421,-0.3019711467616701,-0.9194837177173315,-1.0296858454039814
2306,-0.39069851706062325,-1.038127015974536,-0.4225960615160738
8625,-0.3947315793469393,-0.8008404194601271,-0.37457801148585285
6422,-0.3866654547743072,-1.275413612488945,-0.5347210036953098
1230,-0.4027977039195714,1.2160956509123488,1.612425049725907
1096,-0.39876464163325537,1.2160956509123488,-0.0796366123351532
8729,-0.39069851706062325,0.3855925631119176,-0.46930961083396044
3265,-0.3785993302016751,-0.20762392817410474,-0.6257875772325731
407,-0.2737397107574577,-0.44491052468851366,-1.0967744534669035
8519,-0.4027977039195714,1.6906688439411668,1.7619953742572998
7940,-0.39876464163325537,-0.8008404194601271,-0.05944791083473664
7971,-0.39876464163325537,0.029662668340304205,-0.2631363792035538
13134,-0.4027977039195714,0.8601657561407355,1.347362928795823
2573,-0.3947315793469393,0.8601657561407355,-0.304880401998261
2588,-0.39876464163325537,0.8601657561407355,-0.1657336593492369
2625,-0.4027977039195714,0.14830596659750866,0.9695546748711056
2621,-0.4027977039195714,0.26694926485471315,1.0575774134129219
2616,-0.4027977039195714,0.26694926485471315,1.0079442672626668
6226,-0.4027977039195714,0.14830596659750866,1.2326911042734574
8726,-0.4027977039195714,0.741522457883531,1.0378359692995915
8118,-0.3785993302016751,-0.44491052468851366,-0.6479019702607212
4717,-0.4027977039195714,0.3855925631119176,1.5865213927238337
6691,-0.39876464163325537,-0.8008404194601271,-0.2536321597279731
12258,-0.370533205629043,-0.44491052468851366,-0.7046166917065064
13860,-0.370533205629043,-1.038127015974536,-0.7244326787176847
12515,-0.39876464163325537,0.26694926485471315,-0.2272936691551221
1179,-0.4027977039195714,0.14830596659750866,0.45192879221673576
2299,-0.3342356450521985,-0.8008404194601271,-0.921722881687908
2057,-0.4027977039195714,-0.20762392817410474,0.3817839253420576
13113,-0.3785993302016751,-0.3262672264313092,-0.6394537751713163
2067,-0.3261695204795664,-0.6821971212029226,-0.9517885171531438
4775,-0.3624670810564109,-1.3940569107461493,-0.774624896601797
12166,-0.33826870733851455,-1.1567703142317405,-0.9138337583323607
13869,-0.3342356450521985,-1.1567703142317405,-0.9173745459801262
7972,-0.4027977039195714,-0.3262672264313092,0.8425956960201788
11907,-0.4027977039195714,1.8093121421983713,1.1918664438855373
2131,-0.4027977039195714,-0.9194837177173315,0.40837089224106765
10729,-0.4027977039195714,-1.6313435072605584,0.1840588888010555
6605,-0.3866654547743072,-0.20762392817410474,-0.5285712146228753
5752,-0.39876464163325537,-1.1567703142317405,-0.2322010765967618
5513,-0.4027977039195714,-0.08898062991690027,0.6301981324194904
1100,-0.4027977039195714,0.97880905439794,1.2486557082291716
10144,-0.4027977039195714,0.26694926485471315,2.0478301160542722
2942,-0.4027977039195714,0.14830596659750866,1.597702827400988
372,-0.4027977039195714,0.6228791596263266,0.5693835515920814
15791,-0.4027977039195714,-0.08898062991690027,1.79499303037121
14654,-0.3866654547743072,-0.5635538229457181,-0.5436661514370328
5514,-0.4027977039195714,0.3855925631119176,1.3507919020968173
13278,-0.3544009564837788,0.14830596659750866,-0.8371166926307784
12443,-0.34633483191114667,-0.9194837177173315,-0.8778046910393098
9414,-0.39876464163325537,-0.9194837177173315,-0.22598916844278752
3728,-0.4027977039195714,-0.08898062991690027,2.0472586205041075
1653,-0.39876464163325537,-1.275413612488945,-0.08019568406901041
14073,-0.39876464163325537,0.741522457883531,-0.10193736260792108
6686,-0.3785993302016751,0.26694926485471315,-0.6575304278993815
14199,-0.3947315793469393,0.029662668340304205,-0.30251987689975074
5122,-0.39876464163325537,-0.08898062991690027,-0.0270217502709911
3282,-0.374566267915359,-0.3262672264313092,-0.6656680275810879
7010,-0.3947315793469393,0.14830596659750866,-0.2998487563935418
3435,-0.3624670810564109,-0.44491052468851366,-0.7909000959652093
85,-0.4027977039195714,0.3855925631119176,0.8423347958777121
4323,-0.39876464163325537,0.029662668340304205,-0.03795470862198575
9650,-0.39069851706062325,0.029662668340304205,-0.4846281763416613
10755,-0.4027977039195714,-0.08898062991690027,2.1283240219134694
598,-0.4027977039195714,0.5042358613691221,1.532415672702718
13979,-0.4027977039195714,1.2160956509123488,0.9559505960139028
9552,-0.4027977039195714,0.14830596659750866,2.178168372940961
6832,-0.4027977039195714,0.14830596659750866,0.3685525609740934
5916,-0.4027977039195714,-0.20762392817410474,0.1659822360729905
9514,-0.39069851706062325,-0.20762392817410474,-0.43867247981855934
2598,-0.4027977039195714,0.3855925631119176,1.2502708043492057
2738,-0.4027977039195714,0.3855925631119176,1.2103903540006897
2597,-0.4027977039195714,0.26694926485471315,1.0079442672626668
7134,-0.4027977039195714,0.26694926485471315,0.4311685951661534
2666,-0.39876464163325537,-0.6821971212029226,-0.15200534232895385
6200,-0.4027977039195714,0.5042358613691221,0.9470054482721797
6707,-0.4027977039195714,0.741522457883531,1.443399028856266
15262,-0.4027977039195714,0.97880905439794,1.0473898840404041
6226,-0.4027977039195714,0.14830596659750866,1.2326911042734574
6248,-0.4027977039195714,0.029662668340304205,0.6818190891790167
8580,-0.4027977039195714,0.741522457883531,0.9960174036070368
10770,-0.4027977039195714,-0.8008404194601271,0.8620886638073498
15330,-0.4027977039195714,-0.9194837177173315,1.0865870244919793
5561,-0.3866654547743072,-0.6821971212029226,-0.5534188472387724
4683,-0.39069851706062325,-0.6821971212029226,-0.43048518487162113
15001,-0.39069851706062325,-0.9194837177173315,-0.45253745881823004
12774,-0.39876464163325537,0.26694926485471315,-0.1514462705950961
7156,-0.31003727133430214,-0.8008404194601271,-1.0011110678956996
4754,-0.3947315793469393,-0.20762392817410474,-0.3038864966936251
10386,-0.3261695204795664,-0.6821971212029226,-0.9501609972168026
14173,-0.374566267915359,-1.038127015974536,-0.668028552679598
14888,-0.370533205629043,-1.038127015974536,-0.7053621206849836
9721,-0.4027977039195714,-1.1567703142317405,0.06051645943481456
2054,-0.4027977039195714,-0.44491052468851366,0.47719883458710266
9613,-0.3866654547743072,-0.20762392817410474,-0.5211666201033381
13865,-0.3342356450521985,-1.1567703142317405,-0.9173745459801262
15633,-0.3785993302016751,-0.8008404194601271,-0.6372174882358856
12752,-0.4027977039195714,-0.44491052468851366,0.8868120582601678
6336,-0.4027977039195714,-0.20762392817410474,1.1873441747494449
15281,-0.3785993302016751,-1.1567703142317405,-0.6430566819006214
12261,-0.3342356450521985,-0.6821971212029226,-0.9171881887355069
5401,-0.36650014334272696,-1.6313435072605584,-0.7540013615306022
12388,-0.297938084475354,-1.1567703142317405,-1.0352144436610184
6887,-0.3624670810564109,-0.8008404194601271,-0.7912106913729083
11296,-0.370533205629043,-1.3940569107461493,-0.7292220599043988
10758,-0.4027977039195714,0.029662668340304205,1.3820253762949983
9588,-0.39069851706062325,-0.5635538229457181,-0.47967107363478956
2266,-0.4027977039195714,0.14830596659750866,1.2316971989688217
8711,-0.4027977039195714,0.5042358613691221,1.3908462858736435
8712,-0.4027977039195714,0.3855925631119176,1.2380333452858756
8867,-0.35843401877009484,0.8601657561407355,-0.8122069409333416
2537,-0.34633483191114667,0.5042358613691221,-0.8670580899329344
12420,-0.3947315793469393,-0.8008404194601271,-0.3649495538471924
14236,-0.297938084475354,-0.5635538229457181,-1.040929399162675
10260,-0.4027977039195714,-0.08898062991690027,0.924729545632027
10715,-0.4027977039195714,1.2160956509123488,0.18146231119269435
7156,-0.31003727133430214,-0.8008404194601271,-1.0011110678956996
13003,-0.39876464163325537,-0.9194837177173315,-0.12001401533598606
13820,-0.38263239248799114,-0.8008404194601271,-0.5985794195181655
5613,-0.39876464163325537,-0.6821971212029226,-0.1322514743993156
12858,-0.38263239248799114,-1.3940569107461493,-0.6136122372507833
445,-0.3947315793469393,0.5042358613691221,-0.31202409637533174
7948,-0.4027977039195714,-0.9194837177173315,0.2632607177642282
2618,-0.4027977039195714,0.26694926485471315,1.1372761950284123
7031,-0.4027977039195714,-0.44491052468851366,0.18722696195958272
12288,-0.31003727133430214,-0.8008404194601271,-1.0035958311572892
10257,-0.39069851706062325,-0.9194837177173315,-0.47892564465631277
7017,-0.4027977039195714,-0.5635538229457181,0.16871547566073944
12422,-0.3785993302016751,-1.1567703142317405,-0.6639286932979751
12040,-0.374566267915359,-1.038127015974536,-0.6705133159411876
8513,-0.39069851706062325,-0.8008404194601271,-0.41725382050365595
3003,-0.4027977039195714,0.14830596659750866,0.5830497495308251
4081,-0.3947315793469393,-0.08898062991690027,-0.29418349615711725
2596,-0.4027977039195714,0.6228791596263266,0.8940799908003182
8276,-0.4027977039195714,1.2160956509123488,0.38203240166821656
12179,-0.2737397107574577,-1.038127015974536,-1.096712334385364
12703,-0.31810339590693426,-0.9194837177173315,-0.9839662013907304
13843,-0.3866654547743072,-1.1567703142317405,-0.5415541026646815
3626,-0.3947315793469393,-1.3940569107461493,-0.3050046401613405
2617,-0.39876464163325537,1.2160956509123488,-0.22263473803964134
15836,-0.4027977039195714,-0.5635538229457181,0.32699489542400406
15051,-0.4027977039195714,0.741522457883531,0.4005438879670598
10713,-0.39876464163325537,1.0974523526551445,-0.22442376758798607
2721,-0.36650014334272696,0.14830596659750866,-0.7548089095906189
14993,-0.4027977039195714,-0.5635538229457181,0.17554857463011125
14263,-0.35843401877009484,-0.3262672264313092,-0.7968014087114851
9619,-0.36650014334272696,-1.3940569107461493,-0.7641019241889644
1703,-0.3019711467616701,-1.7499868055177628,-1.0319842514209518
10744,-0.39876464163325537,-1.7499868055177628,-0.16784570812158822
10727,-0.4027977039195714,-1.275413612488945,0.9132747869960973
